Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,league,HomeGoals,AwayGoals,manager_home,captain_home,manager_away,captain_away,venue_city,possessiontime_home,possessiontime_away,shots_total_home,shots_total_away,shots_ongoal_home,shots_ongoal_away,shots_offgoal_home,shots_offgoal_away,saves_home,saves_away,yellow_cards_home,red_cards_home,yellowred_cards_home,yellow_cards_away,red_cards_away,yellowred_cards_away,fouls_home,fouls_away,offsides_home,offsides_away,formation_home,formation_away,starting_name_home1,starting_age_home1,starting_position_home1,starting_minutes_home1,starting_goals_home1,starting_name_home2,starting_age_home2,starting_position_home2,starting_minutes_home2,starting_goals_home2,starting_name_home3,starting_age_home3,starting_position_home3,starting_minutes_home3,starting_goals_home3,starting_name_home4,starting_age_home4,starting_position_home4,starting_minutes_home4,starting_goals_home4,starting_name_home5,starting_age_home5,starting_position_home5,starting_minutes_home5,starting_goals_home5,bench_name_home1,bench_age_home1,bench_position_home1,bench_minutes_home1,bench_goals_home1,starting_name_home6,starting_age_home6,starting_position_home6,starting_minutes_home6,starting_goals_home6,starting_name_home7,starting_age_home7,starting_position_home7,starting_minutes_home7,starting_goals_home7,bench_name_home2,bench_age_home2,bench_position_home2,bench_minutes_home2,bench_goals_home2,starting_name_home8,starting_age_home8,starting_position_home8,starting_minutes_home8,starting_goals_home8,starting_name_home9,starting_age_home9,starting_position_home9,starting_minutes_home9,starting_goals_home9,bench_name_home3,bench_age_home3,bench_position_home3,bench_minutes_home3,bench_goals_home3,starting_name_home10,starting_age_home10,starting_position_home10,starting_minutes_home10,starting_goals_home10,bench_name_home4,bench_age_home4,bench_position_home4,bench_minutes_home4,bench_goals_home4,starting_name_home11,starting_age_home11,starting_position_home11,starting_minutes_home11,starting_goals_home11,starting_name_away1,starting_age_away1,starting_position_away1,starting_minutes_away1,starting_goals_away1,starting_name_away2,starting_age_away2,starting_position_away2,starting_minutes_away2,starting_goals_away2,starting_name_away3,starting_age_away3,starting_position_away3,starting_minutes_away3,starting_goals_away3,starting_name_away4,starting_age_away4,starting_position_away4,starting_minutes_away4,starting_goals_away4,bench_name_away1,bench_age_away1,bench_position_away1,bench_minutes_away1,bench_goals_away1,starting_name_away5,starting_age_away5,starting_position_away5,starting_minutes_away5,starting_goals_away5,bench_name_away2,bench_age_away2,bench_position_away2,bench_minutes_away2,bench_goals_away2,starting_name_away6,starting_age_away6,starting_position_away6,starting_minutes_away6,starting_goals_away6,bench_name_away3,bench_age_away3,bench_position_away3,bench_minutes_away3,bench_goals_away3,starting_name_away7,starting_age_away7,starting_position_away7,starting_minutes_away7,starting_goals_away7,starting_name_away8,starting_age_away8,starting_position_away8,starting_minutes_away8,starting_goals_away8,starting_name_away9,starting_age_away9,starting_position_away9,starting_minutes_away9,starting_goals_away9,starting_name_away10,starting_age_away10,starting_position_away10,starting_minutes_away10,starting_goals_away10,bench_name_away4,bench_age_away4,bench_position_away4,bench_minutes_away4,bench_goals_away4,starting_name_away11,starting_age_away11,starting_position_away11,starting_minutes_away11,starting_goals_away11,bench_name_away5,bench_age_away5,bench_position_away5,bench_minutes_away5,bench_goals_away5,starting_name_home12,starting_age_home12,starting_position_home12,starting_minutes_home12,starting_goals_home12,bench_name_home5,bench_age_home5,bench_position_home5,bench_minutes_home5,bench_goals_home5,starting_name_away12,starting_age_away12,starting_position_away12,starting_minutes_away12,starting_goals_away12,bench_name_home6,bench_age_home6,bench_position_home6,bench_minutes_home6,bench_goals_home6
Liga Profesional,8,Sat,3/18/2023,21:30,Tucumán,0.9,1–1,0.6,Barracas Central,,Estadio Monumental Presidente José Fierr...,Silvio Trucco,https://fbref.com//en/matches/5a37413b/Tucuman-Barracas-Central-March-18-2023-Primera-Division,,2023,Primera Division,1,1,Martín Demichelis,Enzo Pérez,Javier Gandolfi,Guido Herrera,Capital Federal,0.54,0.46,15,15,6,8,9,7,8,5,5,0,0,2,0,0,19,16,0,2,4-2-3-1,4-2-3-1,Franco Armani,36-357,GK,90,0,Marcelo Herrera,24-339,"RB,RM",90,0,Leandro González Pirez,31-224,CB,90,0,Paulo Díaz,29-044,"CB,RB",90,0,Milton Casco,35-180,LB,60,0,Enzo Díaz,27-305,LB,30,0,Nicolás De La Cruz,26-129,"DM,CM,RW",90,0,Enzo Pérez,37-228,DM,71,0,Ramiro Funes Mori,32-217,CB,19,0,Manuel Lanzini,30-235,AM,71,0,Ignacio Fernández,33-269,RW,61,0,Pablo Solari,22-200,FW,19,0,Ezequiel Barco,24-193,"LW,CM,LM",90,0,Rodrigo Aliendro,32-234,"CM,DM",29,0,Salomón Rondón,34-022,FW,78,1,Guido Herrera,31-221,GK,90,0,Gastón Benavídez,27-350,RB,90,0,Matías Catalán,31-050,CB,90,0,Lucas Suárez,28-205,CB,90,0,José Romero,20-197,LB,10,0,Juan Portillo,23-143,LB,80,0,Matías Galarza,21-239,DM,22,0,Diego Ortegoza,26-172,DM,68,0,Nahuel Bustos,25-096,FW,45,0,Rodrigo Villagra,22-236,DM,90,0,Rodrigo Garro,25-277,AM,90,0,Javier Vallejo,19-278,RW,45,0,Ramón Sosa,24-038,LW,90,0,Bruno Barticciotto,22-154,RW,22,0,Valentín Depietri,22-342,"FW,RW",68,0,Alan Marinelli,22-360,FW,2,0,,,,,,Miguel Borja,30-255,FW,12,0,,,,,,,,,,
Liga Profesional,8,Sat,3/18/2023,21:30,Godoy Cruz,1.4,3–1,1.8,Belgrano,,Estadio Malvinas Argentinas,Nazareno Arasa,https://fbref.com//en/matches/abcc41c3/Godoy-Cruz-Belgrano-March-18-2023-Primera-Division,,2023,Primera Division,3,1,Sebastián Grazzini,Leonardo Sigali,Martín Palermo,Gastón Suso,Avellaneda,0.76,0.24,17,9,5,2,12,7,0,4,1,0,0,4,0,0,10,12,5,1,4/3/2003,4/3/2003,Gabriel Arias,36-025,GK,90,0,Gastón Martirena,23-276,RB,45,0,Leonardo Sigali,36-132,CB,90,0,Gonzalo Piovi,29-030,CB,90,0,Gabriel Rojas,26-108,LB,71,0,Tobías Rubio,19-073,RB,45,0,Juan Nardoni,21-086,RM,64,0,Aníbal Moreno,24-148,CM,90,0,Ignacio Galván,21-032,LB,19,0,Jonathan David Gómez,33-291,LM,90,0,Juan Quintero,30-263,RW,90,0,Baltasar Gallego,20-091,RM,26,1,Agustin Ojeda,19-111,LW,45,0,Gabriel Hauche,36-315,LW,45,0,Roger Martínez,29-107,FW,90,0,Ramiro Macagno,26-204,GK,90,0,Raúl Lozano,26-036,RB,90,0,Ignacio Vázquez,26-115,CB,90,0,Gastón Suso,32-210,CB,90,0,Iván Rossi,29-341,CM,31,0,Juan Infante,27-274,LB,90,0,Luciano Ferreyra,21-231,RW,4,0,Franco Díaz,23-041,RM,90,0,Lucas Ocampo,25-319,"RW,LM",13,0,Leonel Picco,23-351,CM,59,0,Nicolás Castro,33-054,CM,86,1,Ciro Rius,34-346,RW,77,0,Sasha Marcich,25-132,LW,77,0,Gonzalo Valdivia,22-186,LW,13,0,Ronaldo Martínez,27-166,FW,59,1,Mateo Pellegrino,22-221,FW,31,0,,,,,,Alberto Contrera,31-134,MF,24,0,,,,,,,,,,
Liga Profesional,8,Mon,3/20/2023,18:30,Newell's OB,1.4,1–0,0.2,San Lorenzo,,Estadio Marcelo Alberto Bielsa,Andrés Merlos,https://fbref.com//en/matches/67b8fea4/Newells-OB-San-Lorenzo-March-20-2023-Primera-Division,,2023,Primera Division,1,0,Omar de Felippe,Luis Miguel Rodríguez,Lucas Pusineri,Sebastián Prediger,Santiago del Estero,0.44,0.56,9,11,2,1,7,10,1,1,1,0,0,2,0,0,12,4,3,1,5/3/2002,4-2-3-1,Matías Mansilla,27-234,GK,90,0,José Gómez,23-215,RB,90,0,Sebastián Valdez,27-335,CB,90,0,Gonzalo Goñi,25-052,CB,90,0,Gustavo Canto,29-224,CB,90,0,Enzo Kalinski,36-211,CM,2,0,Juan Meli,23-036,LB,90,0,Brian Farioli,25-230,CM,57,0,Maximiliano Álvez,19-318,CM,31,0,Mauro Pittón,29-060,CM,90,0,Leandro Maciel,27-282,CM,90,0,Nicolás Leguizamón,28-254,FW,27,0,Cristhian Ocampos,24-086,FW,63,1,Lucas Gamba,36-105,FW,27,0,Luis Miguel Rodríguez,38-279,FW,63,0,Santiago Rojas,27-185,GK,90,0,Martín Ortega,24-048,RB,80,0,Robert Rojas,27-160,CB,90,0,Brian Luciatti,30-203,CB,90,0,Agustín Obando,23-210,RB,10,0,Sebastián Prieto,30-181,LB,45,0,Lautaro Montoya,29-000,LB,45,0,Lucas Menossi,31-088,DM,90,0,Renzo López,29-174,AM,22,0,Sebastián Prediger,37-033,DM,90,0,Sebastián Medina,23-206,AM,68,0,José Paradela,24-296,RW,90,0,Aaron Nicolás Molinas,23-066,LW,68,0,Alexis Castro,28-354,LW,22,0,Nicolás Reniero,28-203,FW,84,0,Blas Armoa,23-246,FW,6,0,,,,,,Alexander Succar,27-320,FW,1,0,,,,,,,,,,
Liga Profesional,8,Sun,3/19/2023,21:30,Talleres,0.8,0–1,1.9,Banfield,,Estadio Mario Alberto Kempes,Darío Herrera,https://fbref.com//en/matches/1abec81d/Talleres-Banfield-March-19-2023-Primera-Division,,2023,Primera Division,0,1,Pablo Guede,Javier Cabrera,Carlos Tevez,Iván Marcone,Capital Federal,0.65,0.35,7,9,5,2,2,7,2,5,1,0,0,4,0,0,12,13,2,1,3/5/2002,3/4/2003,Alexis Martin Arias,31-095,GK,90,0,Marco Di Cesare,22-250,CB,83,0,Jonathan Galván,31-104,CB,88,0,Lucas Villalba,29-049,CB,90,0,Javier Cabrera,31-203,WB,90,0,Miguel Ángel Torrén,35-056,CB,7,0,Santiago Gabriel,22-319,WB,90,0,Federico Redondo,20-262,CM,90,0,Leonel González,29-206,CB,2,0,Franco Moyano,26-024,CM,83,0,Alan Rodríguez,23-255,CM,90,0,Gastón Verón,22-167,CM,7,0,Francisco González,26-192,FW,54,0,Leonardo Heredia,27-269,FW,36,0,Luciano Gondou,22-107,FW,90,0,Rodrigo Rey,32-213,GK,90,0,Cristian Báez,33-181,CB,90,0,Felipe Aguilar,30-260,CB,90,0,Joaquín Laso,33-095,CB,90,0,Lucas González,23-126,CM,34,0,Mauricio Isla,35-117,RM,90,0,David Martínez,,MF,17,0,Federico Mancuello,34-195,CM,56,0,Ignacio Rodríguez,21-025,CM,13,0,Iván Marcone,33-126,CM,90,0,Damián Pérez,34-289,LM,90,0,Alexis Canelo,31-246,RW,90,0,Brian Martínez,24-050,FW,73,0,Nicolás Sosa,26-347,FW,19,0,Matías Giménez,24-215,FW,90,0,Mateo Pérez,22-189,CB,13,0,,,,,,Fabio Álvarez,30-055,LW,17,0,,,,,,,,,,
Liga Profesional,8,Sun,3/19/2023,21:30,Sarmiento,0.6,0–2,2.4,River Plate,,Estadio Eva Peron de Junín,Ariel Penel,https://fbref.com//en/matches/bcb5b155/Sarmiento-River-Plate-March-19-2023-Primera-Division,,2023,Primera Division,0,2,Sergio Rondina,Iván Tapia,Néstor Gorosito,Facundo Garcés,Capital Federal,0.5,0.5,13,9,3,5,10,4,4,1,1,0,0,1,0,0,10,17,0,1,4-2-3-1,4-3-2-1,Andrés Desábato,33-193,GK,90,0,Mauro Peinipil,24-189,RB,90,0,Francisco Álvarez,23-225,CB,90,0,Juan Ignacio Díaz,25-136,CB,90,0,Rodrigo Insúa,25-297,LB,90,0,Nicolás Capraro,25-220,CB,45,0,Siro Rosane,23-124,DM,45,0,Carlos Arce,33-023,"CM,DM",90,1,Maximiliano Puig,23-021,CM,8,0,Iván Tapia,24-320,"AM,CM",82,0,Brian Calderara,25-009,AM,82,0,Nicolás Tolosa,22-131,LM,8,0,Facundo Mater,25-078,"RW,RM",84,0,Maximiliano Rodríguez,35-237,RM,6,0,Alexis Dominguez,26-344,FW,84,1,Ignacio Chicco,27-101,GK,90,0,Eric Meza,24-184,RB,90,0,Paolo Goltz,38-150,CB,90,0,Facundo Garcés,24-034,CB,90,0,Rafael Marcelo Delgado,33-269,LB,16,0,Emmanuel Más,34-267,LB,74,0,Baldomero Perlaza,31-129,RM,45,0,Fabio Álvarez,30-259,RM,45,0,Javier Toledo,37-172,FW,22,0,Stéfano Moreyra,22-020,"CM,LM",90,0,Tomás Galván,23-181,LM,68,1,Rubén Botta,33-251,AM,68,0,Damián Batallini,27-107,AM,90,0,Jorge Benítez,31-037,CM,22,0,Ramón Ábila,33-360,FW,68,0,Santiago Pierotti,22-189,AM,22,0,,,,,,Bruno Sepúlveda,31-022,FW,6,0,,,,,,,,,,
Liga Profesional,8,Mon,3/20/2023,21:00,Lanús,0.9,0–0,0.8,Argentinos Jun,,Estadio Ciudad de Lanús,Fernando Echenique,https://fbref.com//en/matches/0c057b7e/Lanus-Argentinos-Jun-March-20-2023-Primera-Division,,2023,Primera Division,0,0,Darío Espínola,Alejandro Medina,Julio Falcioni,Facundo Cambeses,Avellaneda,0.49,0.51,9,15,2,4,7,11,4,2,2,2,0,2,0,0,16,11,0,1,4/4/2002,4-1-4-1,Alejandro Medina,36-237,GK,89,0,Cristian Chimino,35-242,RB,90,0,Néstor Breitenbruch,28-026,CB,90,0,Joaquín Pombo,22-205,CB,90,0,Adrián Sporle,28-088,LB,90,0,Juan Cavallaro,29-103,FW,15,0,Lucas Brochero,24-259,RM,75,0,Gonzalo Muscia,23-273,CM,90,0,Alfredo Amarilla,22-033,CM,22,0,Braian Rivero,27-229,CM,68,0,Emiliano Viveros,21-009,LM,67,0,Nicolás Aguirre,33-104,LM,22,0,Flabián Londoño,23-092,FW,68,0,Juan Peinipil,21-267,FW,22,0,Juan Bautista Cejas,25-217,"FW,RM",89,0,Facundo Cambeses,26-183,GK,90,0,Emanuel Coronel,26-250,RB,90,0,Alejandro Maciel,26-170,CB,90,0,Aaron Quirós,21-343,CB,90,0,Jesús Soraire,34-310,RM,29,0,Emanuel Insúa,32-182,LB,90,0,Matías Ramírez,24-209,CM,18,0,Eric Remedi,28-127,DM,90,0,Sebastián Sosa,29-210,CM,4,0,Geronimo Rivera,20-052,RM,61,0,Ezequiel Cañete,24-114,CM,72,0,Ignacio Rodríguez,21-229,CM,86,0,Juan Bisanz,22-042,LM,90,0,Facundo Ferreyra,32-006,CM,4,0,Milton Giménez,27-058,FW,90,0,Aloísio dos Santos Gonçalves,35-010,FW,25,0,,,,,,Tomás Sultani,25-109,GK,1,0,,,,,,,,,,
Liga Profesional,8,Mon,3/20/2023,21:00,CA Huracán,0.4,0–2,1,Rosario Cent,,Estadio Tomás Adolfo Ducó,Yael Falcón,https://fbref.com//en/matches/a30d8fa9/CA-Huracan-Rosario-Cent-March-20-2023-Primera-Division,,2023,Primera Division,0,2,Sebastián Méndez,Lautaro Gianetti,Favio Orsi,Guillermo Acosta,Capital Federal,0.4,0.6,10,14,4,4,6,10,3,1,3,0,0,3,0,0,17,11,1,2,5/3/2002,4-1-2-1-2,Gastón Gómez,27-219,GK,90,0,Roberto Joaquín García,22-050,RB,90,1,Leonardo Jara,32-142,CB,19,0,Lautaro Gianetti,29-330,CB,90,0,Valentín Gómez,20-105,CB,90,0,Damián Fernández,22-280,CB,71,0,Elías Gómez,29-122,LB,90,0,Juan Ignacio Méndez,26-164,CM,90,0,Thiago Fernández,19-189,"FW,CM",13,0,Jose Florentín,27-096,CM,90,1,Claudio Aquino,32-077,CM,77,0,Yeison Gordillo,31-106,"CM,FW",13,0,Francisco Pizzini,30-020,FW,77,0,Abiel Osorio,21-118,FW,36,0,Santiago Castro,19-010,FW,54,1,Tomás Marchiori,28-111,GK,90,0,Hernán De La Fuente,26-275,RB,69,0,Bruno Bianchi,34-234,CB,90,0,Nicolás Romero,19-315,CB,90,0,Renzo Tesuri,27-124,RB,21,0,Matías Orihuela,31-234,LB,90,0,Bautista Kociubinski,22-166,DM,21,0,Guillermo Acosta,34-343,DM,69,0,Justo Giani,24-185,"RM,FW",35,0,Tomás Castro,22-220,RM,55,0,Joaquín Pereyra,24-312,"LM,AM",90,0,Ramiro Carrera,29-350,AM,79,0,Ramiro Ruiz,23-202,FW,79,0,Julian Carrasco,21-210,"LM,AM",11,0,Mateo Coronel,24-350,"FW,RM",90,1,Ignacio Maestro Puch,20-057,FW,11,0,,,,,,Lucas Castro,33-345,"FW,AM",18,0,,,,,,,,,,
Liga Profesional,8,Tue,3/21/2023,21:00,Vélez Sarsfield,1.8,4–0,0.7,CC Córdoba,,Estadio José Amalfitani,Pablo Dóvalo,https://fbref.com//en/matches/881af016/Velez-Sarsfield-CC-Cordoba-March-21-2023-Primera-Division,,2023,Primera Division,4,0,Guillermo Farré,Santiago Longo,Jorge Almirón,Javier Hernán García,Córdoba,0.3,0.7,11,8,6,5,5,3,2,2,2,0,0,3,0,0,7,8,2,0,4-1-4-1,4/4/2002,Nahuel Losada,30-176,GK,90,0,Juan Barinaga,23-000,RB,86,1,Alejandro Rébola,35-078,CB,90,0,Erik Godoy,30-055,CB,90,0,Matias Ibacache,24-272,LB,90,0,Matías García,31-353,RB,4,0,Santiago Longo,25-181,DM,90,0,Ulises Sánchez,25-106,RM,90,0,Nicolás Meriano,22-335,CM,21,0,Esteban Rolón,28-199,CM,69,1,Matías Marín,23-295,CM,86,0,Ariel Rojas,37-267,CM,4,0,Facundo Lencioni,22-238,LM,75,0,Francisco Facello,20-272,LM,15,0,Lucas Passerini,29-086,FW,75,2,Javier Hernán García,36-254,GK,90,0,Lucas Blondel,27-026,RB,90,0,Bruno Valdez,31-004,CB,90,0,Nicolás Valentini,22-187,CB,80,0,Marcos Rojo,33-204,CB,10,0,Marcelo Saracchi,25-170,LB,90,0,Lucas Janson,29-055,RM,28,0,Cristian Medina,21-131,"RM,CM",90,0,Exequiel Zeballos,21-169,"RM,CM",8,0,Jorman Campuzano,27-163,CM,54,0,Ignacio Fernández,21-077,CM,80,0,Valentín Barco,19-079,LM,90,0,Darío Benedetto,33-146,FW,90,1,Ezequiel Bullaude,22-349,CM,10,0,Miguel Merentiel,27-228,FW,90,2,Leandro Ciccoloni,27-333,MF,10,0,,,,,,Nicolás Schiappacasse,24-271,FW,15,0,,,,,,,,,,
Liga Profesional,9,Thu,3/30/2023,20:00,Defensa y Just,1.4,0–0,0.9,Vélez Sarsfield,,Estadio Norberto Tito Tomaghello,Ariel Penel,https://fbref.com//en/matches/2ba5d844/Defensa-y-Just-Velez-Sarsfield-March-30-2023-Primera-Division,,2023,Primera Division,0,0,Julio Falcioni,Facundo Cambeses,Favio Orsi,Guillermo Acosta,Lomas de Zamora,0.51,0.49,10,13,2,3,8,10,3,2,1,0,0,1,0,0,14,6,1,2,4-1-4-1,4-2-3-1,Facundo Cambeses,26-190,GK,90,0,Emanuel Coronel,26-257,RB,90,0,Alejandro Maciel,26-177,CB,90,0,Aaron Quirós,21-350,CB,90,0,Emanuel Insúa,32-189,LB,90,0,Yvo Calleros,25-216,RM,1,0,Eric Remedi,28-134,DM,90,0,Juan Bisanz,22-049,RM,89,0,Geronimo Rivera,20-059,"LM,CM",34,0,Jesús Soraire,34-317,CM,56,0,Ezequiel Cañete,24-121,CM,72,0,Matías González,21-230,CM,18,0,Ignacio Rodríguez,21-236,"LM,CM",89,0,Nicolás Sosa,27-193,CM,1,0,Milton Giménez,27-065,FW,90,0,Tomás Marchiori,28-118,GK,90,0,Francisco Flores,21-278,RB,90,0,Bruno Bianchi,34-241,CB,90,0,Nicolás Romero,19-322,CB,78,0,Gonzalo Paz,30-132,CB,12,0,Matías Orihuela,31-241,LB,90,0,Tomás Castro,22-227,AM,1,0,Guillermo Acosta,34-350,DM,90,0,Marcelo González,27-142,RW,12,0,Joaquín Pereyra,24-319,DM,90,0,Ramiro Carrera,29-357,AM,89,0,Renzo Tesuri,27-131,RW,78,0,Justo Giani,24-192,LW,68,0,Ramiro Ruiz,23-209,LW,22,0,Mateo Coronel,24-357,FW,89,0,Cristian Menéndez,35-197,FW,1,0,,,,,,Andrés Ríos,33-241,FW,15,0,,,,,,,,,,
Liga Profesional,9,Fri,3/31/2023,19:00,Estudiantes,3,3–0,0.2,Newell's OB,,Estadio Jorge Luis Hirschi,Robin Fuhrmann,https://fbref.com//en/matches/22e8d7fd/Estudiantes-Newells-OB-March-31-2023-Primera-Division,,2023,Primera Division,3,0,Omar de Felippe,Luis Miguel Rodríguez,Ricardo Zielinsky,Lautaro Acosta,Santiago del Estero,0.54,0.46,9,11,1,3,8,8,3,1,0,0,0,3,0,1,11,8,4,2,5/3/2002,4-2-3-1,Matías Mansilla,27-243,GK,90,0,José Gómez,23-224,RB,90,0,Sebastián Valdez,27-344,CB,90,0,Gonzalo Goñi,25-061,CB,90,0,Gustavo Canto,29-233,"CB,LB",90,0,Federico Jourdan,32-276,"LM,LB",19,0,Juan Meli,23-045,LB,71,0,Brian Farioli,25-239,CM,59,0,Mateo Sanabria,19-199,RM,31,0,Mauro Pittón,29-069,CM,90,0,Leandro Maciel,27-291,CM,74,0,Enzo Kalinski,36-220,CM,16,0,Cristhian Ocampos,24-095,FW,59,0,Nicolás Leguizamón,28-263,FW,31,0,Luis Miguel Rodríguez,38-288,FW,59,0,Lucas Acosta,28-218,GK,90,0,Juan Cáceres,23-137,RB,90,0,Cristian Lema,33-206,CB,90,0,Jose Domínguez,27-088,CB,89,0,Luciano Boggio,24-220,"DM,CM",4,0,Julio Soler,18-242,LB,90,0,Franco Troyansky,26-224,"AM,CM",13,0,Raúl Loaiza,29-130,DM,86,0,José Sand,43-091,FW,30,0,Gonzalo Pérez,22-285,"DM,CB",90,0,Pedro De la Vega,22-251,AM,77,0,Matías Esquivel,24-208,RW,60,0,Lautaro Acosta,35-216,LW,60,0,Franco Orozco,21-280,"LW,RM",30,0,Jonathan Torres,26-291,"FW,RW",76,0,Augusto Lotti,27-128,"FW,LM",14,0,,,,,,Lucas Gamba,36-114,FW,31,0,,,,,,,,,,
Liga Profesional,9,Fri,3/31/2023,19:00,Rosario Cent,1.3,3–1,1.3,Gimnasia ELP,,Estadio Dr. Lisandro de la Torre,Silvio Trucco,https://fbref.com//en/matches/40ee39f6/Rosario-Cent-Gimnasia-ELP-March-31-2023-Primera-Division,,2023,Primera Division,3,1,Julio Vaccari,Tomás Cardona,Guillermo Farré,Santiago Longo,Florencio Varela,0.57,0.43,8,16,3,5,5,11,3,3,2,0,0,3,0,0,15,10,3,3,4-2-3-1,4-1-4-1,Enrique Bologna,41-245,GK,90,0,Nicolás Tripichio,27-284,RB,90,0,Tomás Cardona,28-006,CB,90,0,Santi Ramos Mingo,21-329,CB,65,0,Darío Cáceres,25-263,LB,72,0,Julián López,23-281,CB,25,0,Benjamín Schamine,19-357,DM,64,0,Alexis Soto,29-361,DM,90,0,Gonzalo Castellani,36-067,LB,18,0,David Barbona,28-236,AM,45,0,Santiago Solari,25-270,RW,90,0,Lautaro López,18-200,DM,26,0,Gastón Togni,26-026,LW,90,0,Jonathan Berón,21-129,AM,45,0,Lucas Pratto,35-134,FW,72,0,Nahuel Losada,30-182,GK,90,0,Juan Barinaga,23-006,RB,90,0,Alejandro Rébola,35-084,CB,90,0,Erik Godoy,30-061,CB,90,0,Matías García,31-359,RM,2,0,Lucas Diarte,30-134,LB,90,0,Ariel Rojas,37-273,CM,5,0,Santiago Longo,25-187,DM,90,0,Matías Palavecino,25-207,CM,13,0,Ulises Sánchez,25-112,RM,88,1,Esteban Rolón,28-205,CM,85,0,Matías Marín,23-301,CM,77,0,Facundo Lencioni,22-244,LM,77,0,Mariano Miño,29-202,LM,13,0,Lucas Passerini,29-092,FW,85,1,Nicolás Schiappacasse,24-277,FW,5,0,,,,,,Rodrigo Bogarín,26-145,FW,18,0,,,,,,,,,,
Liga Profesional,9,Thu,3/30/2023,21:30,Argentinos Jun,1.6,3–0,0.2,Godoy Cruz,,Estadio Diego Armando Maradona,Sebastían Zunino,https://fbref.com//en/matches/871133c6/Argentinos-Jun-Godoy-Cruz-March-30-2023-Primera-Division,,2023,Primera Division,3,0,Martín Palermo,Gastón Suso,Eduardo Domínguez,Mariano Andújar,Vicente López,0.32,0.68,13,11,5,7,8,4,6,3,3,0,0,1,0,0,13,10,1,1,4/3/2003,4-2-3-1,Ramiro Macagno,26-214,GK,90,0,Raúl Lozano,26-046,RB,90,0,Ignacio Vázquez,26-125,CB,90,0,Gastón Suso,32-220,CB,90,0,Juan Infante,27-284,LB,90,0,Maximiliano Zalazar,22-224,RM,5,1,Franco Díaz,23-051,RM,85,0,Leonel Picco,23-361,CM,85,0,Iván Rossi,29-351,CM,5,0,Nicolás Castro,33-064,CM,90,0,Ciro Rius,34-356,RW,77,0,Lucas Ocampo,25-329,RW,13,0,Sasha Marcich,25-142,LW,77,0,Luciano Ferreyra,21-241,LW,13,0,Ronaldo Martínez,27-176,FW,63,1,Mariano Andújar,40-080,GK,90,0,Leonardo Godoy,28-173,RB,90,0,Santiago Núñez,23-172,CB,45,0,Ezequiel Muñoz,33-010,CB,90,0,Zaid Romero,23-307,CB,45,0,Gastón Benedetti,22-203,LB,90,0,Matías Godoy,21-281,LW,27,0,Jorge Agustín Rodríguez,28-033,DM,90,0,José Sosa,38-121,"AM,LW",45,0,Santiago Ascacíbar,26-235,DM,90,0,Mauro Méndez,24-274,AM,63,0,Alexis Manyoma,20-288,AM,45,0,Benjamín Rollheiser,23-208,RW,90,0,Julián Eseiza,21-042,"LB,AM",17,0,Mauro Boselli,38-149,FW,90,1,Enzo Larrosa,21-343,FW,17,0,,,,,,Mateo Pellegrino,22-231,FW,27,0,,,,,,,,,,
Liga Profesional,9,Sat,4/1/2023,15:30,Barracas Central,0.2,0–3,2.4,Boca Juniors,,Estadio Claudio Fabián Tapia,Yael Falcón,https://fbref.com//en/matches/ac819a29/Barracas-Central-Boca-Juniors-April-1-2023-Primera-Division,,2023,Primera Division,0,3,Leonardo Madelón,Leonardo Morales,Pablo Guede,Miguel Ángel Torrén,La Plata,0.3,0.7,12,12,7,3,5,9,1,4,3,0,0,1,0,0,15,8,0,2,4/4/2002,3/5/2002,Tomás Durso,24-235,GK,90,0,Guillermo Enrique,23-237,RB,90,0,Leonardo Morales,32-191,CB,90,1,Yonathan Cabral,31-162,CB,90,0,Germán Guiffrey,25-292,LB,79,0,Rodrigo Gallo,22-349,LB,11,0,Matías Abaldo,19-199,RM,67,0,Rodrigo Saravia,23-063,CM,79,0,Luciano Gómez,27-211,RM,23,0,Pablo de Blasis,35-257,CM,90,0,Nicolás Colazo,33-103,LM,32,0,Lucas Castro,34-193,CM,11,0,Cristian Tarragona,32-193,FW,90,0,Benjamín Domínguez,20-030,LM,58,0,Erik Ramírez,27-028,FW,67,2,Alexis Martin Arias,31-107,GK,90,0,Jonathan Galván,31-116,CB,90,0,Miguel Ángel Torrén,35-068,CB,90,0,Lucas Villalba,29-061,CB,73,0,Matías Vera,27-358,"CM,CB",17,0,Javier Cabrera,31-215,WB,45,0,Franco Moyano,26-036,"CM,WB",45,0,Santiago Gabriel,22-331,WB,45,0,Gabriel Ávalos,33-007,"FW,WB",45,1,Federico Redondo,20-274,CM,45,0,Francisco González,26-204,"CM,WB",90,0,Alan Rodríguez,23-267,CM,90,0,Luciano Gondou,22-119,FW,90,1,Román Vega,19-291,"WB,CB,CM",45,0,Leonardo Heredia,27-281,"FW,CM",57,0,Alan Lescano,21-342,"WB,CM",33,0,,,,,,Ivo Mammini,20-187,FW,23,0,,,,,,,,,,
